# source_api_id	status	crystal_refs	notes
browser.go::func::New	mapped	src/rod/browser.cr,spec/browser_parity_spec.cr,spec/browser_pages_parity_spec.cr,spec/browser_page_creation_parity_spec.cr,spec/browser_incognito_parity_spec.cr,spec/browser_wait_download_parity_spec.cr,spec/browser_each_event_parity_spec.cr,spec/browser_clear_states_parity_spec.cr	mapped from port inventory status=ported; browser API parity covered
error.go::method::ExpectElementsError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::ExpectElementsError.Is	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::InvisibleShapeError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::InvisibleShapeError.Is	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::InvisibleShapeError.Unwrap	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NavigationError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NavigationError.Is	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NoPointerEventsError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NoPointerEventsError.Is	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NoPointerEventsError.Unwrap	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NoShadowRootError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NoShadowRootError.Is	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::NotInteractableError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::ObjectNotFoundError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::ObjectNotFoundError.Is	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::PageCloseCanceledError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::PageNotFoundError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::TryError.Error	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::TryError.Is	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::method::TryError.Unwrap	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::CoveredError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::ElementNotFoundError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::EvalError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::ExpectElementError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::ExpectElementsError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::InvisibleShapeError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::NavigationError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::NoPointerEventsError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::NoShadowRootError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::NotInteractableError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::ObjectNotFoundError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::PageCloseCanceledError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::PageNotFoundError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
error.go::struct::TryError	mapped	src/rod/error.cr,spec/error_spec.cr,spec/page_navigation_error_parity_spec.cr	mapped from port inventory status=ported; error type/is/unwrap parity covered
hijack.go::method::Browser.HandleAuth	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::Browser.HijackRequests	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::Hijack.ContinueRequest	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::Hijack.LoadResponse	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.Body	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.Header	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.Headers	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.IsNavigation	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.JSONBody	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.Method	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.Req	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.SetBody	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.SetContext	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.Type	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRequest.URL	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackResponse.AddHeader	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackResponse.Body	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackResponse.Fail	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackResponse.Headers	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackResponse.Payload	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackResponse.SetBody	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackResponse.SetHeader	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRouter.Add	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRouter.Remove	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRouter.Run	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::HijackRouter.Stop	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::method::Page.HijackRequests	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
hijack.go::struct::Hijack	mapped	src/rod/hijack.cr,src/rod/browser.cr,src/rod/page.cr,spec/hijack_parity_spec.cr,spec/hijack_router_parity_spec.cr,spec/browser_handle_auth_parity_spec.cr	mapped from port inventory status=ported; hijack API parity covered
